rating,aftertaste,aroma,body,flavor,coffee_origin,roast_level,roaster,roaster_location
92,8.0,8.0,9.0,9.0,"Aceh, Sumatra",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
91,8.0,8.0,8.0,9.0,Not disclosed,Medium,Lexington Coffee Roasters,"Lexington, Virginia"
93,8.0,9.0,8.0,9.0,"São Sebastião da Grama, Sul de Minas, Brazil",Medium-Light,Plat Coffee Roastery,"Hong Kong, China"
94,8.0,9.0,9.0,9.0,"Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
94,8.0,9.0,9.0,9.0,"Kona, Big Island of Hawai’i",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
96,9.0,9.0,9.0,10.0,"Puna, Big Island of Hawai’i",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
93,8.0,9.0,8.0,9.0,"Tarrazu, Costa RIca",Medium-Light,Collage Coffee,"Grove City, Pennsylvania"
92,8.0,9.0,8.0,9.0,Brazil; Guatemala; Sumatra,Medium-Light,Nostalgia Coffee Roasters,"San Diego, California"
94,8.0,9.0,9.0,9.0,"Ka’u growing region, Big island of Hawai’i",Medium-Light,Miranda Farms,"Ka'u, Hawaii"
92,8.0,9.0,8.0,9.0,"Nueva Segovia, Nicaragua",Medium-Light,Paradise Roasters,"Minneapolis, Minnesota"
92,8.0,9.0,8.0,9.0,"Buenos Aires, Comayagua, Honduras",Medium-Light,Temple Coffee Roasters,"Sacramento, California"
94,8.0,9.0,9.0,9.0,"Boquete, Panama",Light,Bona Kafo Roastery,"Kaohsiung, Taiwan"
94,8.0,9.0,9.0,9.0,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,Bona Kafo Roastery,"Kaohsiung, Taiwan"
94,8.0,9.0,9.0,9.0,"Kiambu growing region, south-central Kenya",Medium,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,9.0,8.0,9.0,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Dark,Simon Hsieh’s Aroma Roast Coffees,"Taoyuan City, Taiwan"
93,8.0,9.0,8.0,9.0,Guatemala,Medium-Light,Paradise Roasters,"Minneapolis, MInnesota"
92,8.0,9.0,8.0,9.0,"Valle de Cauca, Colombia",Medium,Durango Coffee Company,"Durango, Colorado"
94,8.0,9.0,9.0,9.0,"Boquete growing region, western Panama",Medium-Light,Jackrabbit Java,"Thermopolis, Wyoming"
94,9.0,9.0,9.0,9.0,"Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium,Lexington Coffee Roasters,"Lexington, Virginia"
93,8.0,9.0,8.0,9.0,"Kochere Woreda, Gedeo Zone, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,8.0,9.0,9.0,9.0,"Bururi growing region, Burundi",Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
93,8.0,9.0,9.0,9.0,"Kona growing district, Big Island of Hawai'i",Medium,Cafe Virtuoso,"San Diego, California"
87,7.0,7.0,8.0,8.0,Colombia,Medium-Dark,San Francisco Bay Coffee,"Lincoln, California"
90,7.0,8.0,8.0,9.0,"Narino Department, southern Colombia",Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
90,8.0,8.0,8.0,8.0,"Kona growing district, Big Island of Hawaii",Medium,Jampot Poorock Abbey,"Eagle Harbor, Michigan"
93,8.0,9.0,9.0,9.0,"Sabanilla de Alajuela, Central Valley, Costa Rica",Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
93,8.0,9.0,9.0,9.0,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,Gracenote Coffee Roasters,"Boston, Massachusetts"
93,8.0,9.0,9.0,9.0,"Cerrado Mineiro growing region, Santa Luzia, Brazil",Medium-Light,Coava Coffee Roasters,"Portland, Oregon"
93,8.0,9.0,9.0,9.0,"Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut"
90,8.0,8.0,8.0,8.0,"Santander, Colombia",Medium-Light,Espresso Republic,"Chino, California"
90,7.0,8.0,8.0,8.0,"Antioquia, Colombia",Medium,Espresso Republic,"Chino, California"
91,9.0,8.0,8.0,8.0,"Huila, Colombia",Medium-Light,Espresso Republic,"Chino, California"
88,8.0,7.0,8.0,8.0,Colombia,Not disclosed,Waka Coffee,"Los Angeles, California"
90,8.0,8.0,8.0,8.0,Not disclosed,Medium,Nella's SOGOOD Coffee,"Empire, Michigan"
91,8.0,8.0,8.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Temple Coffee and Tea,"Sacramento, California"
93,8.0,9.0,9.0,9.0,"Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,Ben's Beans,"Putnam, Connecticut"
94,9.0,9.0,8.0,9.0,Ethiopia; Guatemala; Kenya,Medium-Light,Mi's Cafe,"Kaohsiung City, Taiwan"
93,8.0,9.0,8.0,9.0,"Alto Quiel, Boquete growing region, western Panama",Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut"
93,8.0,9.0,9.0,9.0,"Jaramillo, Boquete growing region, western Panama",Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut"
94,8.0,9.0,9.0,9.0,"Alto Quiel, Boquete growing region, western Panama",Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut"
94,8.0,9.0,9.0,9.0,"Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
94,8.0,9.0,9.0,9.0,Ethiopia; Rwanda; Colombia,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
94,8.0,9.0,9.0,9.0,"Narino Department, southern Colombia",Medium-Light,Joe Van Gogh Coffee,"Hillsborough, North Carolina"
95,9.0,9.0,9.0,9.0,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,Ho Soo Tsai,"Kaohsiung City, Taiwan"
96,9.0,9.0,9.0,10.0,"Boquete growing region, western Panama",Medium-Light,Bar Nine,"Los Angeles, California"
92,8.0,9.0,8.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Steadfast Coffee,"Nashville, Tennessee"
92,8.0,9.0,8.0,9.0,"Chalatenango, El Salvador",Medium-Light,Speckled Ax,"Portland, Maine"
93,8.0,9.0,8.0,9.0,Ethiopia; Kenya,Medium-Light,Revel Coffee,"Billings, Montana"
93,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, Ethiopia",Medium-Light,Olympia Coffee Roasting,"Olympia, Washington"
94,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,8.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,Coava Coffee Roasters,"Portland, Oregon"
92,8.0,9.0,8.0,9.0,"Aceh growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,8.0,9.0,8.0,9.0,"Kirinyaga District, south-central Kenya",Medium,Temple Coffee and Tea,"Sacramento, California"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
93,8.0,9.0,9.0,9.0,"Antigua growing region, Guatemala",Medium-Light,Temple Coffee and Tea,"Sacramento, California"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
92,8.0,9.0,8.0,9.0,"São Sebastião de Grama, Brazil",Medium-Light,Topeca Coffee Roasters,"Tulsa, Oklahoma"
94,8.0,9.0,9.0,9.0,"Nyeri growing region, south-central Kenya",Medium-Light,Small Eyes Cafe,"Yilan, Taiwan"
93,8.0,9.0,9.0,9.0,"Guji Zone, southern Ethiopia",Medium-Light,Topeca Coffee Roasters,"Tulsa, Oklahoma"
91,8.0,8.0,8.0,9.0,"Alaka District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,Vienna Coffee Company,"Mayville, Tennessee"
91,8.0,8.0,8.0,9.0,"Jutiapa Department, Guatemala",Medium-Light,Red Rock Roasters,"Albuquerque, New Mexico"
94,8.0,9.0,9.0,9.0,"Huila, Colombia",Medium-Light,Paradise Roasters,"Minneapolis, MInnesota"
97,9.0,10.0,10.0,10.0,"Chiriqui Province, far western Panama",Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
94,8.0,9.0,9.0,9.0,"Tolima Department, Colombia",Medium-Light,Kaffetre,"Changhua County, Taiwan"
93,8.0,9.0,8.0,9.0,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,Paradise Roasters,"Minneapolis, MInnesota"
93,8.0,9.0,8.0,9.0,"Santa Bárbara, Honduras",Medium-Light,Coava Coffee Roasters,"Portland, Oregon"
94,8.0,9.0,9.0,9.0,"Kalehe, South Kivu Province, Democratic Republic of the Congo",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,8.0,9.0,9.0,9.0,"Santa Bárbara, Honduras",Medium-Light,Café Grumpy,"Brooklyn, New York"
93,8.0,9.0,8.0,9.0,"Ethiopia, Colombia, Kenya",Medium-Light,Choosy Gourmet,"Kaohsiung, Taiwan"
93,8.0,9.0,9.0,9.0,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,Temple Coffee Roasters,"Sacramento, California"
95,8.0,9.0,9.0,10.0,"Nyeri growing region, south-central Kenya",Medium,Temple Coffee Roasters,"Sacramento, California"
91,8.0,8.0,8.0,8.0,Northern Thailand,Medium,Doi Chaang Coffee,"Richmond, British Columbia, Canada"
93,8.0,9.0,9.0,9.0,"West Guji Zone, Oromia Region, southeastern Ethiopia",Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
90,8.0,8.0,8.0,8.0,"Planadas, southern Tolima growing region, Colombia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Blues Brew Coffee,"Taipei, Taiwan"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
94,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Turnstile Coffee Roasters,"Belmar, New Jersey"
95,9.0,9.0,9.0,9.0,"Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawaii"
92,8.0,8.0,8.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,De Clieu Coffee,"Taipei, Taiwan"
92,8.0,9.0,8.0,9.0,"Jimma Zone, Oromia State, Ethiopia",Medium-Light,Broadsheet Coffee,"Cambridge, Massachusetts"
95,9.0,9.0,9.0,9.0,"Arusha Region, northern Tanzania",Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
94,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut"
94,8.0,9.0,9.0,9.0,South-central Kenya,Medium,Vermont Artisan Coffee & Tea,"Waterbury Center, Vermont"
92,8.0,9.0,8.0,9.0,"Santa Maria, Colombia",Medium-Light,Little Wolf Coffee,"Ipswich, Massachusetts"
93,8.0,9.0,9.0,9.0,"Jimma Zone, Oromia State, Ethiopia",Medium-Light,Tandem Coffee,"Portland, Maine"
93,8.0,9.0,8.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Barrington Coffee Roasting,"Lee, Massachusetts"
92,8.0,9.0,8.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Speedwell Coffee,"Plymouth, Massachusetts"
91,8.0,8.0,8.0,9.0,"Rustiro District, Western Province, Rwanda",Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida"
94,8.0,9.0,9.0,9.0,"Rustiro District, Western Province, Rwanda",Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida"
91,8.0,8.0,9.0,8.0,"Yirgacheffe growing region, southern Ethiopia",Medium,Mystic Monk Coffee,"Clark, Wyoming"
91,8.0,8.0,8.0,8.0,South America,Medium-Dark,Paradise Roasters,"Minneapolis, MInnesota"
92,8.0,9.0,8.0,9.0,"Caldas Department, Colombia",Medium-Light,Origin Coffee Roasters,"Kihei, Maui, Hawaii"
92,8.0,8.0,9.0,9.0,South America,Medium-Dark,Paradise Roasters,"Minneapolis, MInnesota"
95,9.0,9.0,9.0,9.0,"Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,Origin Coffee Roasters,"Kihei, Maui, Hawaii"
92,8.0,9.0,8.0,9.0,Ethiopia; Sumatra,Medium-Light,Thanksgiving Coffee Company,"Fort Bragg, California"
94,9.0,9.0,8.0,9.0,"Nyeri growing region, south-central Kenya",Medium,Temple Coffee Roasters,"Sacramento, California"
90,7.0,8.0,9.0,9.0,"Tarrazu growing region, Costa Rica",Not disclosed,Voila Coffee,"Bend, Oregon"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
94,8.0,9.0,9.0,9.0,"Nyamasheke, Rwanda",Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
97,9.0,10.0,9.0,10.0,"Nyeri growing region, south-central Kenya",Medium-Light,Dragonfly Coffee Roasters,"Boulder, Colorado"
94,8.0,9.0,9.0,9.0,"Yirgacheffe growing region, southern Ethiopia",Light,Santos Coffee,"Minxiong, Chia-Yi, Taiwan"
92,8.0,9.0,8.0,9.0,Coastal southern California,Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
94,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,States Coffee & Mercantile,"Martinez, California"
94,8.0,9.0,9.0,9.0,"Kiambu County, south-central Kenya",Medium-Light,Greater Goods Coffee Roasters,"Austin, Texas"
94,8.0,9.0,9.0,9.0,Costa Rica; Ethiopia,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia"
92,8.0,9.0,8.0,9.0,"Region Concepción Huista, Huehuetenango growing region, Guatemala",Medium-Light,Revel Coffee,"Billings, Montana"
91,8.0,8.0,8.0,9.0,"Rulindo, Rwanda",Medium-Light,Big Creek Coffee Roasters,"Hamilton, Montana"
92,8.0,9.0,8.0,9.0,"Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium-Light,Hala Tree Kona Coffee,"Captain Cook, Hawaii"
93,8.0,9.0,9.0,9.0,"Captain Cook, North Kona growing district, “Big Island” of Hawaii",Medium-Light,Hala Tree Kona Coffee,"Captain Cook, Hawaii"
93,8.0,9.0,8.0,9.0,"Hambela Wamena District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,Big Creek Coffee Roasters,"Hamilton, Montana"
91,8.0,8.0,8.0,9.0,"Caranavi Province, La Paz Department, west-central Bolivia",Medium-Light,Plat Coffee Roastery,"Hong Kong, China"
93,8.0,9.0,8.0,9.0,"Jaén Province, Cajamarca Region, northern Peru",Medium-Light,Greater Goods Coffee Roasters,"Austin, Texas"
93,8.0,9.0,8.0,9.0,"Satipo Province, Junin Region, central Peru",Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
92,8.0,9.0,8.0,9.0,"Pasco growing region, Oxapampa, Peru",Medium-Light,Blues Brew Coffee,"Taipei, Taiwan"
93,8.0,9.0,9.0,9.0,"Caranavi Province, La Paz Department, west-central Bolivia",Light,Sucré Beans,"Taipei, Taiwan"
93,8.0,9.0,9.0,9.0,"Pichincha Province, north-central Ecuador",Medium-Light,PT's Coffee Roasting Co.,"Topeka, Kansas"
93,8.0,9.0,8.0,9.0,"Pichincha Province, north-central Ecuador",Medium-Light,Paradise Roasters,"Minneapolis, MInnesota"
93,8.0,9.0,9.0,9.0,"Chinchipe, Zamora Province, south-eastern Ecuador",Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin"
91,8.0,8.0,8.0,9.0,"Utcubamba Province, Amazonas Region, north-central Peru",Medium-Light,Peach Coffee Roasters,"Johns Creek, Georgia"
92,8.0,9.0,8.0,9.0,"Loja Province, southern Ecuador",Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut"
92,8.0,9.0,8.0,9.0,"San Ignacio Province, Cajamarca Region, northern Peru",Medium-Light,Wild Goose Coffee Roasters,"Redlands, California"
91,8.0,8.0,8.0,8.0,Ethiopia,Medium,Mellower Coffee,"Shanghai, China"
92,8.0,9.0,8.0,9.0,Ethiopia,Medium-Light,Mellower Coffee,"Shanghai, China"
91,7.0,8.0,9.0,9.0,Harar (also Harrar) growing region of eastern Ethiopia,Medium-Dark,Jampot Poorock Abbey,"Eagle Harbor, Michigan"
92,8.0,9.0,8.0,9.0,"Rulindo, Rwanda",Medium-Light,Corvus Coffee Roasters,"Denver, Colorado"
93,8.0,9.0,8.0,9.0,"Campos Alto district, Minas Gerais State, southeastern Brazil",Medium-Light,Durango Coffee Company,"Durango, Colorado"
90,8.0,8.0,8.0,8.0,"Palestina region, Huila Department, Colombia",Light,Old Soul Co.,"Sacramento, California"
92,8.0,9.0,8.0,9.0,Colombia; Rwanda; El Salvador,Medium,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,9.0,9.0,9.0,"Kirinyaga County, south-central Kenya",Medium,Plat Coffee Roastery,"Hong Kong, China"
94,8.0,9.0,9.0,9.0,"Boquete growing region, western Panama",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
93,8.0,9.0,8.0,9.0,"Bench Maji Zone, southwestern Ethiopia",Medium-Light,Plat Coffee Roastery,"Hong Kong, China"
94,8.0,9.0,9.0,9.0,"Santa Ana region, El Salvador",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
94,8.0,9.0,9.0,9.0,"Mara growing region, Tarime, Tanzania",Medium-Light,Flight Coffee Co.,"Bedford, New Hampshire"
95,9.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
95,9.0,9.0,9.0,9.0,"Lintong growing region, North Sumatra Province, Indonesia",Medium,Peach Coffee Roasters,"Johns Creek, Georgia"
92,8.0,9.0,8.0,9.0,"Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Light,Barrington Coffee Roasting,"Lee, Massachusetts"
93,8.0,9.0,9.0,9.0,"Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,Small Eyes Cafe,"Yilan, Taiwan"
93,8.0,9.0,8.0,9.0,"Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,Paradise Roasters,"Minneapolis, MInnesota"
93,8.0,9.0,9.0,9.0,"Simalungun Regency, North Sumatra Province, Sumatra, Indonesia",Light,Giv Coffee,"Torrington, Connecticut"
93,8.0,9.0,8.0,9.0,"Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium,Fumi Coffee,"Hsinchu, Taiwan"
94,8.0,9.0,9.0,9.0,"Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,Notch Coffee,"Vancouver, British Columbia, Canada"
94,9.0,9.0,8.0,9.0,"Lintong growing region, North Sumatra Province, Indonesia",Medium-Light,Gracenote Coffee Roasters,"Boston, Massachusetts"
92,8.0,9.0,9.0,9.0,"Loja Province, southern Ecuador",Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia"
95,9.0,9.0,9.0,10.0,"Valle del Cauca growing region, Colombia",Medium,PT's Coffee Roasting Co.,"Topeka, Kansas"
90,8.0,8.0,8.0,8.0,"Nyamagabe district, Southern Province, Rwanda",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,8.0,9.0,8.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Voyage Coffee,"Beijing, China"
92,8.0,9.0,8.0,9.0,Not disclosed,Medium-Dark,Mystic Monk Coffee,"Clark, Wyoming"
95,9.0,9.0,9.0,9.0,"Bench-Maji Zone, Southern Ethiopia",Medium-Light,Small Eyes Café,"Yilan, Taiwan"
92,8.0,8.0,9.0,9.0,"Nyamasheke District, Rwanda",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
93,8.0,9.0,8.0,9.0,"Nyamasheke District, Rwanda",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
95,9.0,9.0,9.0,9.0,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,Cafe Virtuoso,"San Diego, California"
92,8.0,9.0,8.0,9.0,Guatemala; Brazil; India,Medium,The Curve Coffee Roasting,"Taichung, Taiwan"
92,7.0,9.0,9.0,9.0,"South Kivu Province, Democratic Republic of the Congo",Medium-Light,Temple Coffee Roasters,"Sacramento, California"
90,7.0,8.0,8.0,9.0,"Salgar Municipality, Antioquia Department, west-central Colombia",Medium,Caffeic,"Helena, Montana"
90,7.0,8.0,9.0,9.0,"Sabah State, Malaysia",Medium-Light,Paradise Roasters,"Minneapolis, MInnesota"
94,9.0,9.0,8.0,9.0,"Muranga District, Central Province, Kenya",Medium-Light,Evie's Cafe,"Chia-Yi, Taiwan"
93,8.0,9.0,9.0,9.0,"Bani Matar growing region, Yemen",Medium,Baba Java Coffee,"Hoover, Alabama"
94,8.0,9.0,9.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Dou Zhai Coffee & Roast,"Taoyuan, Taiwan"
94,8.0,9.0,9.0,10.0,"Tolima Department, Colombia",Medium,Dou Zhai Coffee & Roast,"Taoyuan City, Taiwan"
91,7.0,9.0,9.0,8.0,"Narino Department, southern Colombia",Medium-Light,Beanfruit Coffee Co.,"Jackson, Mississippi"
87,7.0,7.0,8.0,8.0,Rwanda,Medium-Dark,Kirkland Signature (Costco),"Seattle, Washington"
90,7.0,8.0,8.0,9.0,"Concordia, Colombia",Medium-Dark,Kirkland Signature (Costco),"Lincoln, California"
95,9.0,9.0,8.0,9.0,"Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,Greybox Coffee,"Shanghai, China"
90,7.0,8.0,8.0,9.0,"Kealakekua, Kona growing district, Big Island of Hawai'i",Medium,Greenwell Farms,"Kealakekua, Hawai'i"
92,8.0,9.0,8.0,9.0,"Ka'u growing region, Big Island of Hawai'i",Medium-Light,Three Chairs Specialty Turkish Coffee,"New Orleans, Louisiana"
92,8.0,9.0,8.0,9.0,"Ka'u growing region, Big Island of Hawai'i",Medium-Light,Rusty's Hawaiian,"Pahala, Hawai'i"
93,8.0,9.0,8.0,9.0,"Kula, Island of Maui, Hawai'i",Medium-Light,Origin Coffee Roasters,"Kihei, Maui, Hawaii"
93,8.0,9.0,8.0,9.0,"Ka'u growing region, Big Island of Hawai'i",Medium-Light,Nine Point Coffee,"Taipei, Taiwan"
93,8.0,9.0,8.0,9.0,"Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawaii"
93,8.0,9.0,9.0,9.0,"Kona District, Kealakekua growing region, Big Island of Hawai'i",Medium-Light,Big Island Coffee Roasters,"Mountain View, Hawai'i"
93,8.0,9.0,9.0,9.0,"Puna District, Big Island of Hawai'i",Medium-Light,Big Island Coffee Roasters,"Mountain View, Hawai'i"
94,8.0,9.0,9.0,9.0,"Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium-Light,Equator Coffees,"San Rafael, California"
94,8.0,9.0,9.0,9.0,"Ka'u growing region, Big Island of Hawai'i",Light,Paradise Roasters,"Minneapolis, MInnesota"
92,7.0,9.0,9.0,9.0,"Kayanza, Kabuye, Burundi",Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida"
91,8.0,9.0,8.0,8.0,"Huila Department, southern Colombia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
91,8.0,9.0,8.0,8.0,"Huila Department, southern Colombia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,8.0,9.0,8.0,9.0,"Narino Department, southern Colombia",Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
96,9.0,9.0,9.0,10.0,"Cundinamarca Department, central Colombia",Medium-Light,Bird Rock Coffee Roasters,"San Diego, California"
94,8.0,9.0,9.0,10.0,"Chiriqui Province, far western Panama",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
92,8.0,9.0,8.0,8.0,"Acatenango growing region, central Guatemala",Medium,Kakalove Cafe,"Chia-Yi, Taiwan"
94,8.0,9.0,9.0,9.0,"Kiambu growing region, south-central Kenya",Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan"
89,7.0,8.0,8.0,8.0,Brazil; El Salvador,Medium-Dark,Sensory House Coffee,"Kowloon, Hong Kong, China"
90,7.0,9.0,8.0,8.0,Ethiopia,Medium-Light,Sensory House Coffee,"Kowloon, Hong Kong, China"
94,8.0,9.0,9.0,9.0,"Caldas growing region, Colombia",Medium-Light,Steady State Roasting Company,"Carlsbad, California"
94,8.0,9.0,9.0,9.0,"Huila, Colombia",Medium-Light,Paradise Roasters,"Minneapolis, MInnesota"
94,8.0,9.0,9.0,9.0,"San Augustin, Huila, Colombia",Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin"
95,9.0,9.0,9.0,9.0,"Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,Direct Coffee,"Hsinchu, Taiwan"
92,8.0,8.0,9.0,9.0,Zambia,Medium-Light,Paradise Roasters,"Minneapolis, MInnesota"
92,8.0,9.0,8.0,9.0,"Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,Temple Coffee Roasters,"Sacramento, California"
84,7.0,7.0,7.0,7.0,Colombia,Light,Jiva Cubes Instant Coffee Packets,"Miami, Florida"
93,8.0,9.0,8.0,9.0,Central America; South America,Medium,Red Rooster Coffee Roaster,"Floyd, Virginia"
